Tool,feature,shift_z,operation,n,abs_shift_z
N,210X130,-0.6199464579036271,210,266,0.6199464579036271
N,210X63,-0.6197036277737333,210,266,0.6197036277737333
N,210X136,-0.6196638758702387,210,266,0.6196638758702387
O,520X28,-0.6191757340705644,520,86,0.6191757340705644
N,210X61,-0.618867077129458,210,266,0.618867077129458
O,210X52,0.618135119460972,210,86,0.618135119460972
N,210X46,-0.6164001777143755,210,266,0.6164001777143755
N,210X44,-0.6163121018112999,210,266,0.6163121018112999
O,520X143,0.6162283216976108,520,86,0.6162283216976108
O,210X152,0.6151491020449852,210,86,0.6151491020449852
J,330X482,0.6150238869947642,330,142,0.6150238869947642
J,210X14,0.6150046484299484,210,142,0.6150046484299484
M,300X10,-0.6149347790027629,300,128,0.6149347790027629
M,210X158,-0.6149034265263134,210,128,0.6149034265263134
J,330X462,0.6142498849913443,330,142,0.6142498849913443
O,750X111,0.6136785555926995,750,86,0.6136785555926995
M,210X176,-0.6135384893344733,210,128,0.6135384893344733
J,344X145,0.6107911056067656,344,142,0.6107911056067656
O,210X230,-0.6106235018731934,210,86,0.6106235018731934
O,210X23,-0.6102269447194595,210,86,0.6102269447194595
J,310X14,0.6091424503157262,310,142,0.6091424503157262
O,312X365,-0.6091203779851629,312,86,0.6091203779851629
J,330X216,0.6072346529401911,330,142,0.6072346529401911
J,330X495,0.6068832167310751,330,142,0.6068832167310751
J,330X226,0.6068414326548821,330,142,0.6068414326548821
M,310X171,-0.6066142046237173,310,128,0.6066142046237173
J,330X206,0.606461422128298,330,142,0.606461422128298
N,210X152,0.6022697496562441,210,266,0.6022697496562441
O,220X13,0.5991256835898741,220,86,0.5991256835898741
M,210X13,-0.5989909853671143,210,128,0.5989909853671143
M,300X7,-0.5987551582440511,300,128,0.5987551582440511
J,330X492,0.5954814104234666,330,142,0.5954814104234666
N,210X65,-0.5953372430488342,210,266,0.5953372430488342
M,300X14,-0.5945587476881142,300,128,0.5945587476881142
J,210X6,0.594495257153558,210,142,0.594495257153558
O,520X326,-0.5942537478856398,520,86,0.5942537478856398
L,210X46,0.5938365679072888,210,178,0.5938365679072888
J,420X50,0.5932501375920127,420,142,0.5932501375920127
J,420X48,0.5932386649746441,420,142,0.5932386649746441
J,420X164,0.5932386649746434,420,142,0.5932386649746434
J,420X8,0.5932331410987167,420,142,0.5932331410987167
L,210X44,0.5930621296696654,210,178,0.5930621296696654
M,300X2,-0.592337265619564,300,128,0.592337265619564
J,210X111,0.59080447622028,210,142,0.59080447622028
O,520X88,-0.589886989961346,520,86,0.589886989961346
M,300X4,-0.5894003327214475,300,128,0.5894003327214475
M,300X9,-0.5892774407871005,300,128,0.5892774407871005
M,210X195,-0.5888298736637009,210,128,0.5888298736637009
M,210X206,0.5884756444657848,210,128,0.5884756444657848
J,210X33,0.5883422975619589,210,142,0.5883422975619589
M,300X3,-0.5879196240104136,300,128,0.5879196240104136
M,210X15,-0.5867724362224449,210,128,0.5867724362224449
M,300X13,-0.5866354526602866,300,128,0.5866354526602866
N,210X52,0.5858052929337707,210,266,0.5858052929337707
O,210X28,0.5856156116549022,210,86,0.5856156116549022
J,310X27,0.585282006152049,310,142,0.585282006152049
O,330X393,-0.5850134588416768,330,86,0.5850134588416768
M,300X6,-0.583169957052036,300,128,0.583169957052036
O,330X420,-0.5829879469510225,330,86,0.5829879469510225
J,210X213,0.5824543559895106,210,142,0.5824543559895106
J,210X215,0.5823936333514746,210,142,0.5823936333514746
J,310X28,0.5811030749697887,310,142,0.5811030749697887
O,330X410,-0.580990026393861,330,86,0.580990026393861
J,310X168,0.5782887250719707,310,142,0.5782887250719707
J,210X204,0.5770198200215605,210,142,0.5770198200215605
J,210X205,0.575852020835035,210,142,0.575852020835035
O,312X353,-0.5749596136750816,312,86,0.5749596136750816
J,310X33,0.5749503702629385,310,142,0.5749503702629385
O,360X1245,0.5749353429378539,360,86,0.5749353429378539
N,210X165,-0.5748602418988974,210,266,0.5748602418988974
O,520X42,-0.5746484867584069,520,86,0.5746484867584069
J,330X717,0.57442940383156,330,142,0.57442940383156
J,330X633,0.5741983852546567,330,142,0.5741983852546567
J,330X714,0.5739655003262576,330,142,0.5739655003262576
J,330X191,-0.5735489868746181,330,142,0.5735489868746181
O,312X600,-0.5717023108056977,312,86,0.5717023108056977
J,310X170,0.5707198389382301,310,142,0.5707198389382301
O,312X588,-0.5704881610493266,312,86,0.5704881610493266
J,310X167,-0.5686911349276554,310,142,0.5686911349276554
M,300X20,-0.5674052235345253,300,128,0.5674052235345253
O,312X32,0.5668485958509539,312,86,0.5668485958509539
M,311X164,-0.5654996850856168,311,128,0.5654996850856168
J,210X228,-0.564572838723217,210,142,0.564572838723217
J,330X505,0.5636041194096103,330,142,0.5636041194096103
O,520X77,0.5635752923417947,520,86,0.5635752923417947
M,311X6,-0.563342185840705,311,128,0.563342185840705
O,312X358,-0.563063149475534,312,86,0.563063149475534
M,330X140,-0.5628319340342255,330,128,0.5628319340342255
M,330X157,-0.5622031799725292,330,128,0.5622031799725292
M,330X147,-0.5618843097123482,330,128,0.5618843097123482
J,330X193,-0.5612634651673423,330,142,0.5612634651673423
J,210X117,0.5612393506656062,210,142,0.5612393506656062
J,210X54,0.5606632578780065,210,142,0.5606632578780065
J,210X123,0.5604763366639844,210,142,0.5604763366639844
J,210X56,0.5604376759213939,210,142,0.5604376759213939
O,210X183,0.56019459791227,210,86,0.56019459791227
O,330X412,0.5597528212641032,330,86,0.5597528212641032
M,210X107,0.5596814055274898,210,128,0.5596814055274898
J,210X35,0.5595755276498566,210,142,0.5595755276498566
O,520X296,0.5594198384417729,520,86,0.5594198384417729
O,210X181,0.5591785690564051,210,86,0.5591785690564051
O,312X363,-0.55912745017114,312,86,0.55912745017114
J,310X179,0.5585886084347128,310,142,0.5585886084347128
O,520X112,-0.5582200968553669,520,86,0.5582200968553669
O,312X102,-0.5574241960786415,312,86,0.5574241960786415
J,330X478,0.5570133535250881,330,142,0.5570133535250881
O,520X32,0.5566665514956114,520,86,0.5566665514956114
J,330X502,0.555952074218591,330,142,0.555952074218591
M,210X160,-0.55509367741634,210,128,0.55509367741634
N,210X91,-0.5547508746537105,210,266,0.5547508746537105
M,360X710,-0.5538206178848223,360,128,0.5538206178848223
M,311X59,-0.5529888201687997,311,128,0.5529888201687997
M,311X171,-0.5522613965695196,311,128,0.5522613965695196
M,210X178,-0.5515319274211533,210,128,0.5515319274211533
L,210X65,-0.5507778811987111,210,178,0.5507778811987111
L,210X39,0.5503593939407835,210,178,0.5503593939407835
J,210X97,-0.5496758576449985,210,142,0.5496758576449985
M,750X710,-0.5496117571061835,750,128,0.5496117571061835
M,750X1291,-0.5494303455632328,750,128,0.5494303455632328
O,312X359,-0.5493016856015741,312,86,0.5493016856015741
O,210X176,0.5492018671680927,210,86,0.5492018671680927
M,311X55,-0.5484849660869381,311,128,0.5484849660869381
O,220X223,0.547933363438496,220,86,0.547933363438496
M,311X22,-0.5477986581509525,311,128,0.5477986581509525
O,312X594,-0.5470503949534377,312,86,0.5470503949534377
M,210X207,0.5466478723875595,210,128,0.5466478723875595
M,311X56,-0.5465472474131696,311,128,0.5465472474131696
J,330X452,0.5454902329766693,330,142,0.5454902329766693
J,310X169,0.5444658393795054,310,142,0.5444658393795054
J,310X164,0.544362571377005,310,142,0.544362571377005
O,520X57,-0.5439532382540974,520,86,0.5439532382540974
O,312X362,-0.5436421171670331,312,86,0.5436421171670331
M,311X170,-0.5433365370815307,311,128,0.5433365370815307
O,312X357,-0.5431960628514768,312,86,0.5431960628514768
M,311X20,-0.5422620074969436,311,128,0.5422620074969436
O,360X765,0.5421017982134306,360,86,0.5421017982134306
M,311X60,-0.5406319688246018,311,128,0.5406319688246018
J,210X41,0.5397974531137706,210,142,0.5397974531137706
O,312X592,-0.5397411465906353,312,86,0.5397411465906353
O,210X158,0.539603914903105,210,86,0.539603914903105
M,311X163,-0.5379314362350727,311,128,0.5379314362350727
O,312X16,-0.5376023098835689,312,86,0.5376023098835689
J,330X468,0.5375389664112249,330,142,0.5375389664112249
J,210X43,0.5374640706532288,210,142,0.5374640706532288
O,210X20,-0.5372600368588851,210,86,0.5372600368588851
O,520X67,-0.5368767683663948,520,86,0.5368767683663948
O,312X481,-0.5356374997128514,312,86,0.5356374997128514
M,210X18,0.5346175421727399,210,128,0.5346175421727399
N,210X18,0.5346175421726733,210,266,0.5346175421726733
O,210X18,0.5346175421725399,210,86,0.5346175421725399
J,210X18,0.5346175421724733,210,142,0.5346175421724733
O,330X1034,-0.5342817457272987,330,86,0.5342817457272987
J,310X158,0.5340170906527635,310,142,0.5340170906527635
M,330X266,-0.5339210071372691,330,128,0.5339210071372691
O,330X973,-0.5338241149884659,330,86,0.5338241149884659
M,330X286,-0.5337122256022344,330,128,0.5337122256022344
M,330X276,-0.5336801024671449,330,128,0.5336801024671449
N,210X109,0.5333267792933729,210,266,0.5333267792933729
O,520X282,0.5328049352080381,520,86,0.5328049352080381
O,330X418,0.5318776908747702,330,86,0.5318776908747702
M,330X616,-0.5313954471072946,330,128,0.5313954471072946
M,330X112,-0.5311037152062279,330,128,0.5311037152062279
M,330X105,-0.5310734242704951,330,128,0.5310734242704951
J,310X21,-0.5308612310961565,310,142,0.5308612310961565
J,310X29,-0.5304927333019548,310,142,0.5304927333019548
O,330X1177,-0.5303027718918484,330,86,0.5303027718918484
O,520X284,0.530004783082194,520,86,0.530004783082194
O,330X1030,-0.5298136252388095,330,86,0.5298136252388095
O,330X956,-0.5297290071826383,330,86,0.5297290071826383
O,312X356,-0.5284484493185991,312,86,0.5284484493185991
O,312X528,0.5282698834517495,312,86,0.5282698834517495
O,330X1173,-0.5279776329320914,330,86,0.5279776329320914
J,330X455,0.5277501015129619,330,142,0.5277501015129619
O,330X1175,-0.5271320815953849,330,86,0.5271320815953849
O,330X950,-0.5267430923477779,330,86,0.5267430923477779
M,330X206,-0.5262875453144685,330,128,0.5262875453144685
O,312X364,-0.5259773094681885,312,86,0.5259773094681885
M,330X226,-0.5258537486674258,330,128,0.5258537486674258
M,330X216,-0.5256321251495073,330,128,0.5256321251495073
O,312X442,0.5253401825540658,312,86,0.5253401825540658
J,330X49,0.5252574295884137,330,142,0.5252574295884137
M,220X33,-0.5245478842946056,220,128,0.5245478842946056
N,210X90,-0.5237008484467511,210,266,0.5237008484467511
J,310X131,0.5234205183221391,310,142,0.5234205183221391
O,330X1032,-0.523278467338699,330,86,0.523278467338699
O,520X173,0.5231833435456907,520,86,0.5231833435456907
O,520X348,0.5230970120955466,520,86,0.5230970120955466
O,520X250,0.5230815657350705,520,86,0.5230815657350705
O,520X346,0.5230814498502017,520,86,0.5230814498502017
O,520X248,0.5230676739133765,520,86,0.5230676739133765
O,520X148,0.5230674647376947,520,86,0.5230674647376947
O,312X468,0.523014617187038,312,86,0.523014617187038
M,311X54,-0.5228476019218975,311,128,0.5228476019218975
O,520X152,0.5219909959312763,520,86,0.5219909959312763
O,520X171,0.5218973287682862,520,86,0.5218973287682862
O,330X970,-0.521824238258008,330,86,0.521824238258008
J,330X43,0.5208284355710767,330,142,0.5208284355710767
O,312X598,-0.5205863438673345,312,86,0.5205863438673345
O,330X953,-0.5204783353356918,330,86,0.5204783353356918
O,520X295,0.520147239302041,520,86,0.520147239302041
O,330X1203,-0.5201460103002814,330,86,0.5201460103002814
O,330X1201,-0.5194978105233601,330,86,0.5194978105233601
J,330X46,0.5182962046533127,330,142,0.5182962046533127
J,330X460,-0.5181020098973728,330,142,0.5181020098973728
O,210X195,-0.5175880290638349,210,86,0.5175880290638349
O,330X1205,-0.5174936914386482,330,86,0.5174936914386482
M,311X7,-0.5168332447469333,311,128,0.5168332447469333
O,330X897,-0.5166573619813611,330,86,0.5166573619813611
O,312X462,-0.5164636707790581,312,86,0.5164636707790581
J,330X480,-0.5162919021645876,330,142,0.5162919021645876
J,310X157,-0.5162012543013521,310,142,0.5162012543013521
O,520X432,0.515677774340115,520,86,0.515677774340115
O,330X177,0.5153071004134543,330,86,0.5153071004134543
J,330X470,-0.5151781637411459,330,142,0.5151781637411459
O,312X153,-0.5149820317246211,312,86,0.5149820317246211
M,330X296,-0.5146547965245681,330,128,0.5146547965245681
O,330X196,0.514651108234462,330,86,0.514651108234462
O,312X155,-0.5145273895200951,312,86,0.5145273895200951
O,312X352,-0.5144614970415708,312,86,0.5144614970415708
M,330X510,-0.5144351865848521,330,128,0.5144351865848521
M,330X403,-0.5144163681102513,330,128,0.5144163681102513
O,210X207,-0.5142863368632268,210,86,0.5142863368632268
O,312X154,-0.5137500326500023,312,86,0.5137500326500023
O,330X167,0.5132717616394875,330,86,0.5132717616394875
J,210X201,0.5129836667803876,210,142,0.5129836667803876
J,330X1103,-0.5129824858573003,330,142,0.5129824858573003
O,330X976,-0.5123992507015892,330,86,0.5123992507015892
J,210X26,0.5121872697143385,210,142,0.5121872697143385
J,210X203,0.5121212043570476,210,142,0.5121212043570476
O,312X476,-0.5121201815640901,312,86,0.5121201815640901
O,750X637,0.5120881754311655,750,86,0.5120881754311655
J,210X212,0.511440089583329,210,142,0.511440089583329
O,750X329,0.5105952083321094,750,86,0.5105952083321094
O,330X993,-0.5103436518818266,330,86,0.5103436518818266
O,220X18,-0.5098845545542565,220,86,0.5098845545542565
O,330X422,0.5098017493674304,330,86,0.5098017493674304
O,520X87,-0.5096774293701777,520,86,0.5096774293701777
O,210X193,-0.5093728036083892,210,86,0.5093728036083892
O,520X293,0.5091897768829977,520,86,0.5091897768829977
O,220X15,0.5083819474883178,220,86,0.5083819474883178
O,330X1189,-0.5083260935874354,330,86,0.5083260935874354
J,330X1090,-0.5082823886179074,330,142,0.5082823886179074
O,210X141,0.50809652951699,210,86,0.50809652951699
O,520X297,0.5078983885555902,520,86,0.5078983885555902
O,520X178,0.507602463167776,520,86,0.507602463167776
O,330X893,-0.5070938134041599,330,86,0.5070938134041599
J,330X1093,-0.5070491199483704,330,142,0.5070491199483704
J,330X1087,-0.5067592037687344,330,142,0.5067592037687344
O,330X1187,-0.5060984681599341,330,86,0.5060984681599341
O,330X990,-0.5059685500099939,330,86,0.5059685500099939
O,520X83,-0.5055125104275363,520,86,0.5055125104275363
J,210X52,-0.5054856368062298,210,142,0.5054856368062298
O,312X61,0.5053669989516608,312,86,0.5053669989516608
J,330X1041,-0.5050800394562905,330,142,0.5050800394562905
O,330X401,0.5049015504984671,330,86,0.5049015504984671
O,330X1191,-0.5035170426139023,330,86,0.5035170426139023
J,310X161,0.5033753333808665,310,142,0.5033753333808665
O,312X351,-0.5032461361227344,312,86,0.5032461361227344
O,750X629,0.503070066273514,750,86,0.503070066273514
M,330X694,-0.502879592642554,330,128,0.502879592642554
M,330X691,-0.502508009881117,330,128,0.502508009881117
M,330X697,-0.5023894529505273,330,128,0.5023894529505273
J,330X1037,-0.5021625321649609,330,142,0.5021625321649609
O,520X33,0.5018957793898182,520,86,0.5018957793898182
O,330X996,-0.5017998481983348,330,86,0.5017998481983348
L,210X28,0.5017967898285606,210,178,0.5017967898285606
J,330X1039,-0.5017547538710655,330,142,0.5017547538710655
O,330X1020,-0.4995809954404699,330,86,0.4995809954404699
O,520X330,-0.4992369998542092,520,86,0.4992369998542092
J,310X160,-0.4984445726509797,310,142,0.4984445726509797
O,312X246,-0.4981322380682612,312,86,0.4981322380682612
J,750X228,0.4974007468713932,750,142,0.4974007468713932
O,330X895,-0.49730450172124147,330,86,0.49730450172124147
J,310X172,0.49708689492805186,310,142,0.49708689492805186
M,311X162,-0.4966313113580359,311,128,0.4966313113580359
M,400X25,-0.496294311812509,400,128,0.496294311812509
J,330X405,-0.49598892960225693,330,142,0.49598892960225693
O,312X482,-0.495851566479414,312,86,0.495851566479414
J,750X635,0.4957852086585699,750,142,0.4957852086585699
M,400X27,-0.49500363446849216,400,128,0.49500363446849216
O,312X100,-0.49481918690027804,312,86,0.49481918690027804
O,312X601,-0.4946228608192693,312,86,0.4946228608192693
O,520X31,0.49460573704301364,520,86,0.49460573704301364
J,210X175,-0.49456777561198667,210,142,0.49456777561198667
O,312X350,-0.49450823029908864,312,86,0.49450823029908864
O,750X1146,0.4944903278621436,750,86,0.4944903278621436
J,330X1097,-0.4939527504456573,330,142,0.4939527504456573
O,312X666,0.49331714940275906,312,86,0.49331714940275906
J,Tool (#5),0.49318375712480306,UNKNOWN,142,0.49318375712480306
O,330X395,0.49299569071680505,330,86,0.49299569071680505
L,210X8,0.4917051305216774,210,178,0.4917051305216774
O,312X678,0.4913835529660696,312,86,0.4913835529660696
M,310X172,-0.4906448482893771,310,128,0.4906448482893771
O,312X576,-0.49064196062102955,312,86,0.49064196062102955
O,520X329,-0.4897009000190232,520,86,0.4897009000190232
O,312X672,0.48965495584655616,312,86,0.48965495584655616
O,312X589,-0.489567566490256,312,86,0.489567566490256
O,520X119,0.48949798054640986,520,86,0.48949798054640986
O,210X173,0.48860565644379006,210,86,0.48860565644379006
O,330X391,0.48733817537280466,330,86,0.48733817537280466
L,210X1,0.4872551080535776,210,178,0.4872551080535776
O,520X332,-0.48721305666629044,520,86,0.48721305666629044
