feature,operation,feature_type,unit,physical_interpretation,interpretation_limit
missing__420X38,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X4,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
proc__360__missing_rate,360,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
proc__344__missing_rate,344,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
missing__420X135,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X84,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X68,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X69,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X73,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X74,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X79,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X83,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X86,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__ERROR:#N/A_25,META,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X87,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X89,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X94,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X96,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X97,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X98,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X67,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X64,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X59,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X56,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X52,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X49,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X47,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X44,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X43,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X39,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X38,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X37,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X36,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X34,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X33,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X32,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X285,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X99,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X24,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X11,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X119,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X128,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X124,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X123,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X12,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
proc__312__median_z,312,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
proc__312__missing_rate,312,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
missing__520X117,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X23,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X113,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
proc__330__missing_rate,330,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
missing__520X112,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X111,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
proc__340__median_z,340,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
proc__340__missing_rate,340,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
missing__520X129,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X13,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X130,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X134,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
proc__310__missing_rate,310,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
missing__520X135,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
proc__300__zero_rate,300,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
missing__520X143,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
proc__300__outlier_rate,300,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
missing__520X167,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X176,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__520X177,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
proc__220__zero_rate,220,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
proc__220__missing_rate,220,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
missing__520X178,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
proc__210__missing_rate,210,工序稳健统计,无量纲或比例,该工序整体偏离正常设备分布的程度,是匿名变量的统计汇总，不等同于单一物理量
missing__520X22,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X138,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__210X30,210,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__344X77,344,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X209,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X24,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__330X177,330,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X223,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X212,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X211,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X210,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X208,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X196,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X207,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X206,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X205,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X204,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X203,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X200,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X25,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__330X1261,330,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X26,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__330X1173,330,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X27,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X28,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X29,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X30,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X31,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X32,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X33,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X4,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X5,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X52,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X53,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__311X85,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X58,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X197,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__330X993,330,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X62,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X151,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__344X190,344,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X182,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X162,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X155,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X154,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X152,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__344X48,344,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X195,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X149,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X148,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__344X55,344,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__344X6,344,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X147,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__344X73,344,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X183,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X184,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__344X172,344,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X187,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X188,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__344X154,344,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X189,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__344X13,344,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__344X119,344,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X190,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__344X110,344,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X191,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__344X10,344,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X192,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__340X77,340,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X193,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X194,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X61,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X63,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X134,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__310X24,310,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X94,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X93,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X92,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X91,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X90,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__310X22,310,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X103,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X89,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X9,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__311X116,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X118,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X127,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X129,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X131,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X95,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__312X169,312,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__312X478,312,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__312X520,312,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__312X699,312,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__344X147,344,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__344X16,344,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__344X22,344,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__344X37,344,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__344X79,344,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__400X170,400,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X1,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X100,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X114,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X115,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X118,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__420X132,420,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__311X135,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X139,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X65,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X71,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X74,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X73,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X72,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__311X29,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X31,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X32,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X70,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__311X140,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__311X69,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X68,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__311X62,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
missing__520X281,520,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X67,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X66,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X75,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X76,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X8,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X80,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X81,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X82,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X83,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X84,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X85,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X86,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X87,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
missing__311X88,311,缺失指示,0/1,设备、工序未采集或测量失败状态,缺失机制需结合生产日志确认
raw__311X152,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X149,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X148,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X146,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
raw__311X141,311,匿名原始过程变量,原始量纲未知,对应工序中的机台或工艺测量值,需由字段数据字典确认是温度、流量、功率或其他参数
time__750__valid_rate,750,工序时间,天或分钟,工序开始、结束、中位时间或工序内跨度,时间列含义由格式推断，需结合工艺时序复核
