field,operation,observed_type,physical_meaning,unit,measurement_event,source_system,earliest_available_time,Y_measurement_time,available_before_Y,evidence_reference,prospective_eligibility,offline_complete_record_use
210X227,210,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
210X228,210,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
210X229,210,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
210X230,210,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
210X231,210,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
220X1,220,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
220X2,220,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
220X3,220,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
220X4,220,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
220X5,220,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
220X6,220,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
220X7,220,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
220X8,220,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
220X9,220,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
220X10,220,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
220X11,220,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
220X12,220,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
220X13,220,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
220X14,220,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
220X15,220,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
220X16,220,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
220X17,220,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
220X18,220,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
220X19,220,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
220X20,220,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
220X21,220,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
220X22,220,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
220X23,220,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
